value,Koppen_Class,Category
MN_McLeod,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Mille Lacs,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Murray,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Nobles,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Norman,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Otter Tail,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Pennington,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Pine,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Pipestone,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Ramsey,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Rock,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Roseau,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Saint Louis,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Stevens,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Traverse,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Wadena,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Wilkin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Yellow Medicine,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MS_Adams,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Alcorn,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Amite,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Attala,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Benton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Carroll,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Choctaw,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Claiborne,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Clarke,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Coahoma,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Covington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Desoto,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Forrest,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Franklin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Grenada,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Harrison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Holmes,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Humphreys,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Issaquena,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Itawamba,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Jackson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Jasper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Jefferson Davis,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Jefferson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Kemper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lafayette,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lauderdale,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lawrence,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Leake,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Leflore,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lincoln,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lowndes,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Madison,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Marion,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Marshall,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Monroe,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Montgomery,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Neshoba,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Newton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Noxubee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Oktibbeha,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Panola,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Pearl River,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Pike,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Prentiss,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Quitman,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Rankin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Scott,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Sharkey,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Simpson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Smith,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Stone,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Sunflower,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Tallahatchie,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Tippah,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Tishomingo,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Tunica,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Union,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Walthall,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Warren,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Washington,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Wilkinson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Winston,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Yazoo,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Adair,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Andrew,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Atchison,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Audrain,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Barry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Barton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Bates,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Benton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Bollinger,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Boone,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Buchanan,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Butler,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Caldwell,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Callaway,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Camden,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Cape Girardeau,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Carroll,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Carter,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Cass,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Cedar,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Christian,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Clark,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Clay,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Clinton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Cole,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Cooper,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Crawford,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Dade,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Dallas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Daviess,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_De Kalb,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Dent,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Douglas,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Gasconade,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Gentry,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Greene,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Grundy,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Harrison,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Henry,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Hickory,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Holt,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Howard,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Howell,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Iron,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Jackson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Jasper,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Jefferson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Johnson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Knox,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Laclede,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Lawrence,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Lewis,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Lincoln,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Linn,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Livingston,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Macon,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Madison,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Maries,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Marion,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_McDonald,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Mercer,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Miller,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Mississippi,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Moniteau,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Monroe,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Montgomery,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Morgan,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_New Madrid,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Newton,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Nodaway,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Oregon,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Osage,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Ozark,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Pemiscot,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Perry,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Pettis,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Phelps,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Pike,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Platte,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Polk,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Pulaski,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Putnam,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Ralls,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Randolph,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Ray,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Reynolds,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Ripley,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Saint Charles,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Saint Clair,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Saint Francois,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Saint Louis,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Sainte Genevieve,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Saline,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Schuyler,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Scotland,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Scott,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Shannon,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Shelby,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Stoddard,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Stone,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Sullivan,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Taney,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MO_Texas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Vernon,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Washington,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Wayne,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Webster,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Worth,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Wright,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MT_Beaverhead,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Big Horn,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Blaine,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Carbon,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Carter,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Cascade,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Chouteau,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Custer,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Daniels,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Dawson,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Deer Lodge,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
MT_Fallon,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Fergus,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MT_Garfield,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Glacier,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Golden Valley,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Granite,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
MT_Hill,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Jefferson,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
MT_Judith Basin,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Lewis and Clark,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Liberty,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Lincoln,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MT_McCone,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Meagher,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
MT_Mineral,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MT_Missoula,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Musselshell,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Park,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
MT_Petroleum,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Phillips,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Pondera,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Powder River,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Powell,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MT_Prairie,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Ravalli,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
MT_Richland,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Roosevelt,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Rosebud,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Sanders,"Dsb  Cold, dry summer, warm summer",Non Speciality Crop
MT_Sheridan,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Silver Bow,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Stillwater,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Sweet Grass,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Teton,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Toole,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Treasure,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Valley,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Wheatland,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Wibaux,"BSk  Arid, steppe, cold",Non Speciality Crop
MT_Yellowstone,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Adams,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Antelope,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Arthur,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Banner,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Blaine,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Boone,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Box Butte,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Boyd,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Brown,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Buffalo,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Burt,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Butler,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Cass,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Cedar,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Cherry,"Dwa  Cold, dry winter, hot summer",Non Speciality Crop
NE_Cheyenne,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Clay,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Colfax,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Cuming,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Custer,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Dakota,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Dawes,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Dawson,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Deuel,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Dixon,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Dodge,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Dundy,"BSk  Arid, steppe, cold",Non Speciality Crop
NE_Fillmore,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Franklin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Frontier,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
